epoch,train_loss,val_loss,val_dice_macro,val_dice_global,val_iou_macro,val_iou_global,used_batches,gt_empty_batches,dice_zero_batches,best_val_dice_global,early_counter,epoch_time_sec
39,0.6598046047565265,0.7554977811299838,0.9565298295416903,0.9601888884035094,0.9173337934540015,0.9234262624192081,24,2,0,0.9635914056690085,1,262.3819696903229
40,0.658348494870031,0.738074385202848,0.966884849796266,0.9692345266903655,0.9361633101079511,0.9403055804520672,24,2,0,0.9692345266903655,0,262.3455264568329
41,0.6519601439308916,0.7383465973230509,0.9645005088786726,0.9677187077125502,0.9317963519490404,0.9374564035430362,24,2,0,0.9692345266903655,1,262.238210439682
42,0.6528078590193366,0.7200759832675641,0.9673464119016729,0.9700162342953921,0.9369933643353073,0.9417781780587656,24,2,0,0.9700162342953921,0,262.41803193092346
43,0.6472857691283919,0.7436309181726896,0.9674216639576603,0.9700695982889568,0.9371995948601106,0.9418787878067892,24,2,0,0.9700695982889568,0,262.4032995700836
44,0.6447826483820238,0.7331436001337491,0.96598557010317,0.9697581650080036,0.9345001066512763,0.9412917744847136,24,2,0,0.9700695982889568,1,262.43044781684875
45,0.6434938721677177,0.7730724077958328,0.9672790931103825,0.9690249081415211,0.9369172619488805,0.939911076216901,24,2,0,0.9700695982889568,2,262.35938835144043
46,0.6433261258479877,0.7551879126292008,0.9662257080702638,0.9687496713542904,0.934989157891268,0.9393933213349875,24,2,0,0.9700695982889568,3,262.41132712364197
47,0.6365294698466603,0.7790561753969926,0.9674353456696534,0.9703705118646414,0.9371805531183875,0.9424463101012832,24,2,0,0.9703705118646414,0,262.429319858551
48,0.6295875321086656,0.7350589816386883,0.9707552472102271,0.9727203193663986,0.9434113180943916,0.946889476842809,24,2,0,0.9727203193663986,0,262.41135454177856
49,0.6256155972806816,0.758950059230511,0.9660429887544973,0.9689111470911242,0.9345993481227723,0.9396970439139773,24,2,0,0.9727203193663986,1,262.5476989746094
50,0.6280295212044675,0.7338479321736556,0.9669080509347552,0.9698847232912491,0.9362419822855764,0.9415302784267602,24,2,0,0.9727203193663986,2,262.45652747154236
51,0.6282784617864169,0.733655544427725,0.9696281171702817,0.9718102907620833,0.9412912763518344,0.9451663268273505,24,2,0,0.9727203193663986,3,262.50198316574097
52,0.6183244535046765,0.7221187100960658,0.9677326239261204,0.9702962784572553,0.9378055028409932,0.9423062752492702,24,2,0,0.9727203193663986,4,262.6460921764374
53,0.6201428378749098,0.7800734134820791,0.9708284068107935,0.9735457406404122,0.9434763012363633,0.9484550643764824,24,2,0,0.9735457406404122,0,262.64445781707764
54,0.6105796220975045,0.7596290592963879,0.9747562697909057,0.9766807301378451,0.9508912641932068,0.954424253409601,24,2,0,0.9766807301378451,0,262.47784328460693
55,0.6108097301589118,0.7227959678723261,0.9756898729459275,0.9775617067266436,0.9526285628056561,0.9561082689860536,24,2,0,0.9775617067266436,0,262.5733423233032
56,0.6097544788295387,0.7361571788787842,0.9767763720912361,0.9786404854827067,0.9546947022748289,0.9581743466160629,24,2,0,0.9786404854827067,0,262.47203946113586
57,0.6063243344298794,0.7639470421350919,0.9724191733253478,0.9749733153163403,0.9464854245870792,0.9511687157854174,24,2,0,0.9786404854827067,1,262.4795038700104
58,0.6034550394257928,0.7472281455993652,0.9726817257543785,0.9749341792306395,0.9469515115339061,0.9510942219289933,24,2,0,0.9786404854827067,2,262.60819602012634
59,0.6067425657031883,0.7367482643861037,0.9697499353482885,0.9720444371157676,0.9415096894238495,0.9456093942314107,24,2,0,0.9786404854827067,3,262.4774446487427
60,0.6005326540042193,0.7602109496410077,0.9703507764639238,0.9730541457533995,0.9426079611989174,0.9475223467037244,24,2,0,0.9786404854827067,4,262.4888496398926
61,0.5975971038524921,0.7316519136612232,0.9790113269454251,0.9799219205910158,0.9589685110309546,0.9606342302334013,24,2,0,0.9799219205910158,0,262.57401967048645
62,0.595381518205007,0.7493662994641525,0.9793591128565954,0.9802035478094323,0.9596238062668245,0.9611756794249599,24,2,0,0.9802035478094323,0,262.6364920139313
63,0.5936956156013359,0.7467031364257519,0.9775616762366957,0.9787642476795332,0.956191875039398,0.9584116551497253,24,2,0,0.9802035478094323,1,262.57678747177124
64,0.5896600607113961,0.7528156798619491,0.977024611224412,0.9783296856679312,0.9551900591381207,0.9575786552118117,24,2,0,0.9802035478094323,2,262.6167531013489
65,0.5893620917430291,0.7241580692621378,0.9792880402960819,0.9804177905454445,0.9594795354639905,0.9615877772817726,24,2,0,0.9804177905454445,0,262.5656485557556
66,0.5857494460721301,0.7394290153796856,0.980432187689789,0.9812530357718174,0.9616677086012224,0.9631960341744223,24,2,0,0.9812530357718174,0,262.6268332004547
67,0.5873403383625878,0.7969980514966525,0.9781218763194727,0.979760967752157,0.9572626842634236,0.9603249207134308,24,2,0,0.9812530357718174,1,262.5105540752411
68,0.5816108617517683,0.7492003876429337,0.976277938786811,0.9776369386913266,0.9537613766778771,0.9562522118511451,24,2,0,0.9812530357718174,2,262.545747756958
69,0.5800409722022521,0.746417570572633,0.9784040011889216,0.9793673854220079,0.9577901538472098,0.9595689687292167,24,2,0,0.9812530357718174,3,262.6684536933899
70,0.5827917617100936,0.7338025822089269,0.9810201453592776,0.9815914310768135,0.9628000793365267,0.9638483620721087,24,2,0,0.9815914310768135,0,262.59314012527466
71,0.5799670937733773,0.697802151624973,0.9838935208197105,0.9841734130487332,0.9683324778752033,0.968839982818788,24,2,0,0.9841734130487332,0,262.6515176296234
72,0.5766048090070741,0.7486030023831588,0.9823775553733265,0.9829688572161944,0.9654041248666784,0.9665081194324335,24,2,0,0.9841734130487332,1,262.61439037323
73,0.5791591805780035,0.7368457431976612,0.9795591096030409,0.9807259157441957,0.9599958379315886,0.9621807626554603,24,2,0,0.9841734130487332,2,262.5541114807129
74,0.570369697534121,0.7254990637302399,0.9807219992200413,0.9814975384755769,0.9622206359203725,0.9636673209474037,24,2,0,0.9841734130487332,3,262.59209847450256
75,0.5712161260282892,0.7629577563359187,0.9839937197180073,0.9843767653904797,0.9685243059052774,0.9692341922139525,24,2,0,0.9843767653904797,0,262.60414242744446
76,0.5689569217527014,0.7533498177161584,0.9795757281614833,0.9805046637889798,0.9600150985625241,0.9617549281128152,24,2,0,0.9843767653904797,1,262.5610456466675
77,0.5702057361093342,0.7493602289603307,0.9811962362648109,0.9816895054423299,0.9631280422102204,0.964037502008415,24,2,0,0.9843767653904797,2,262.59719133377075
78,0.5676545806420155,0.7302397329073685,0.98215414112495,0.9827744796047889,0.9649701223814776,0.9661323471544078,24,2,0,0.9843767653904797,3,262.7343850135803
79,0.56534282824932,0.767497026003324,0.9838531784051961,0.9842488074026091,0.9682558254639941,0.9689861203960525,24,2,0,0.9843767653904797,4,262.89832949638367
80,0.566769632518801,0.7378160930596865,0.9830476885904359,0.9832718627583982,0.9666977456925042,0.9670941786130057,24,2,0,0.9843767653904797,5,262.7908194065094
81,0.5645153637115772,0.7335635354885688,0.9818614844936051,0.9821478705467996,0.9644142873258117,0.9649219588256093,24,2,0,0.9843767653904797,6,262.45125555992126
82,0.5624931011444483,0.7376053562531104,0.9838227526069958,0.9838470462654959,0.9682033534227169,0.9682076331616424,24,2,0,0.9843767653904797,7,262.6386399269104
83,0.5603773117574871,0.739852263377263,0.9846117064952993,0.9845444187858643,0.9697385810116113,0.9695593160349643,24,2,0,0.9845444187858643,0,262.5968334674835
84,0.5599494413432912,0.7612196711393503,0.9853814938312436,0.9856486606904009,0.9712124482168699,0.9717034152695712,24,2,0,0.9856486606904009,0,262.4767339229584
85,0.5589528160217481,0.7312936301414783,0.9841876546335628,0.9844843752827089,0.9689040312574098,0.9694428636258346,24,2,0,0.9856486606904009,1,262.5417468547821
86,0.5576107318584735,0.7364552846321692,0.9855271781248685,0.9855896598594993,0.9714993623770115,0.9715887357013638,24,2,0,0.9856486606904009,2,262.6099896430969
87,0.5576727375006064,0.7375405545418079,0.9831854189546582,0.9838033548322821,0.9669545923646159,0.968123009961237,24,2,0,0.9856486606904009,3,262.58572459220886
88,0.5545757377249563,0.7368275225162506,0.9847086701283496,0.9849110032685501,0.9699110164249801,0.9702705934552815,24,2,0,0.9856486606904009,4,262.37378883361816
89,0.5556286173498529,0.7640498509773841,0.9830624827237119,0.9835733869054771,0.9667264551957687,0.9676777194085626,24,2,0,0.9856486606904009,5,262.44777154922485
90,0.5550514232908559,0.7757186316526853,0.9834146293387026,0.9835481809411674,0.9674082222475625,0.9676289249517683,24,2,0,0.9856486606904009,6,262.504079580307
91,0.5512184701923631,0.762738253061588,0.9776853328052151,0.9782307651260232,0.9564995833646223,0.9573891361552657,24,2,0,0.9856486606904009,7,262.41972613334656
92,0.5498633729851145,0.790615017597492,0.9838965295733764,0.9843883904292493,0.9683310805769926,0.9692567327438313,24,2,0,0.9856486606904009,8,262.2776074409485
93,0.5503356921621877,0.7745349842768449,0.9849753082470114,0.9853339232910296,0.9704222608787269,0.971091816222852,24,2,0,0.9856486606904009,9,262.45457315444946
94,0.5463486967178491,0.7501488259205451,0.9856227814161814,0.9859477275271891,0.9716791240786287,0.9722849149806769,24,2,0,0.9859477275271891,0,262.4121334552765
95,0.5495485443080592,0.7943144830373617,0.9849658330709872,0.9852585404021313,0.9704070801411034,0.970945388190386,24,2,0,0.9859477275271891,1,262.3035306930542
96,0.5490806182989707,0.7653615520550654,0.9846033859636529,0.9849150950867145,0.969699922261955,0.9702785356372252,24,2,0,0.9859477275271891,2,262.26123094558716
97,0.5459584386175514,0.7655860300247486,0.9855926564131999,0.9858184942941501,0.9716189042948532,0.9720335943298833,24,2,0,0.9859477275271891,3,262.26589918136597
98,0.5470607223419043,0.7627498988921826,0.9858822567125493,0.9863698590057266,0.9721785075313542,0.973106283163791,24,2,0,0.9863698590057266,0,262.32486963272095
99,0.5477422024959173,0.7736876973739037,0.9860433918219421,0.9860696346373305,0.9724995793620202,0.9725220471966304,24,2,0,0.9863698590057266,1,262.2224018573761
100,0.5443800133772385,0.8076951251580164,0.9849765147692192,0.9856707749831488,0.9704221800897659,0.971746402127745,24,2,0,0.9863698590057266,2,262.3707528114319
101,0.5408754672250177,0.7920541946704571,0.9851119574290729,0.9852376528987805,0.9706867178187014,0.9709048189590603,24,2,0,0.9863698590057266,3,262.2446360588074
102,0.5393028670651281,0.7528397097037389,0.9875910480523192,0.9875491039937695,0.9755078854940958,0.9754044446889327,24,2,0,0.9875491039937695,0,262.3314378261566
103,0.5409494195228968,0.7707100143799415,0.987944392806359,0.9876691522993781,0.9762107520715363,0.9756387000778851,24,2,0,0.9876691522993781,0,262.38918948173523
104,0.5390126551063652,0.7729219106527475,0.9860591872631069,0.9861203899282739,0.9725365021936638,0.9726207925796158,24,2,0,0.9876691522993781,1,262.3913402557373
105,0.5420058502091302,0.7511382676087893,0.9860386015387493,0.9864067653145437,0.9724843913137278,0.9731781266482614,24,2,0,0.9876691522993781,2,262.3624532222748
106,0.5382654787892969,0.7459918329348931,0.9876189455044077,0.9875330108820304,0.9755739638368482,0.9753730457348927,24,2,0,0.9876691522993781,3,262.2175672054291
107,0.5366479717513435,0.7902543453069834,0.9879692589090401,0.9882525781830767,0.9762436441843981,0.9767779555181333,24,2,0,0.9882525781830767,0,262.3706519603729
108,0.5365598927705716,0.7839564360105075,0.9886938056352584,0.9885655570749581,0.9776612486390922,0.9773896508962584,24,2,0,0.9885655570749581,0,262.45097398757935
109,0.5354413513699149,0.7495396320636456,0.9886211572664503,0.9886904482228406,0.9775165882929611,0.9776338476042568,24,2,0,0.9886904482228406,0,262.4795858860016
110,0.5349782231526498,0.7744041543740493,0.9880315605282474,0.9879076000070662,0.9763727058421209,0.9761041580926444,24,2,0,0.9886904482228406,1,262.4432315826416
111,0.5337643175043612,0.808126300573349,0.9894428499151194,0.9894316542453084,0.9791246343365293,0.9790843522873278,24,2,0,0.9894316542453084,0,262.5549566745758
112,0.5346275911881373,0.783096602329841,0.9859929844314177,0.986041399042054,0.9724011516042902,0.9724671185889475,24,2,0,0.9894316542453084,1,262.5367958545685
113,0.533757553778143,0.7893351224752573,0.9883499701630797,0.9879145268344226,0.9770018050344578,0.9761176827728262,24,2,0,0.9894316542453084,2,262.55810832977295
114,0.5305100810578746,0.806340964940878,0.9882438773082106,0.9883116200882534,0.9767777327225616,0.9768933198328003,24,2,0,0.9894316542453084,3,262.444536447525
115,0.5316275160791527,0.7597523560890784,0.9885139123473664,0.9886257111157203,0.9773065290359549,0.9775072611410214,24,2,0,0.9894316542453084,4,262.43327617645264
116,0.531759646967945,0.7785037916440231,0.9867534484306182,0.9866392851424012,0.9738894065361062,0.9736308805705455,24,2,0,0.9894316542453084,5,262.49271869659424
117,0.5308527765620468,0.7630421886077294,0.9895876421804527,0.9895646518590033,0.9794096058618064,0.9793448474260217,24,2,0,0.9895646518590033,0,262.6074094772339
118,0.5316629267146444,0.8133666698749249,0.9879385022545271,0.988133915698323,0.9761802118785328,0.9765461369132337,24,2,0,0.9895646518590033,1,262.60722303390503
119,0.5291363495027918,0.7876730561256409,0.9898681992634087,0.9899261636091056,0.979951537747163,0.9800532673395654,24,2,0,0.9899261636091056,0,262.5671184062958
120,0.5289438397456439,0.7950333677805387,0.9870165874134664,0.9870477557513023,0.9743941605902684,0.9744267425789571,24,2,0,0.9899261636091056,1,262.47580456733704
121,0.5267412700714209,0.7823214530944824,0.9887417853374862,0.9887147762362152,0.9777531908967322,0.9776814226123397,24,2,0,0.9899261636091056,2,262.5509498119354
122,0.5275401219598248,0.8032424037273114,0.9871607572787217,0.9875774836369119,0.9746674928543756,0.9754598180852134,24,2,0,0.9899261636091056,3,262.5570924282074
123,0.5279879212124735,0.8111580174702865,0.9893313499726869,0.9891102929808369,0.9789120691427547,0.9784552024942981,24,2,0,0.9899261636091056,4,262.6414361000061
124,0.5250374109317095,0.7854069838157067,0.9905688702421921,0.9902668058131959,0.9813334661554712,0.9807212553913459,24,2,0,0.9902668058131959,0,262.6725172996521
125,0.5261425175982662,0.8052220115294824,0.9880093299266107,0.9880463278232192,0.9763252599769189,0.9763750604292634,24,2,0,0.9902668058131959,1,262.5498514175415
126,0.5264528844601069,0.8098123830098373,0.9892425027353738,0.9891482001933208,0.9787317339272218,0.9785293950928228,24,2,0,0.9902668058131959,2,262.5631721019745
127,0.5270002540360149,0.810296336045632,0.986704547461651,0.9866961202247039,0.9737815027335146,0.9737415793212079,24,2,0,0.9902668058131959,3,262.56149458885193
128,0.5259122730065615,0.7842695506719443,0.9905860622059973,0.9904234484642271,0.9813661062187848,0.9810285777315155,24,2,0,0.9904234484642271,0,262.36847972869873
129,0.5255464053052104,0.785171811397259,0.989746007263485,0.9896387668623129,0.97971971434072,0.9794900421792508,24,2,0,0.9904234484642271,1,262.3739514350891
130,0.5239998691866541,0.7834610274204841,0.9891564002588814,0.9888956632090902,0.9785665949303973,0.9780352306149666,24,2,0,0.9904234484642271,2,262.42344784736633
131,0.5255756676197052,0.7764393847722274,0.9885259658597465,0.9885441976774906,0.9773352237735998,0.9773478934102618,24,2,0,0.9904234484642271,3,262.33460235595703
132,0.5263703818249906,0.8188296212599828,0.9898446338309816,0.9896459651352071,0.9799107081439334,0.9795041450669746,24,2,0,0.9904234484642271,4,262.47075033187866
133,0.5243739492108679,0.8584224902666532,0.9887327699543244,0.9890126985736453,0.9777307336173999,0.9782642147713366,24,2,0,0.9904234484642271,5,262.46284008026123
134,0.5240057298006155,0.8374756070283743,0.9899887365210271,0.98983720543147,0.9801904751286726,0.9798788974941991,24,2,0,0.9904234484642271,6,262.4856560230255
135,0.5230361773417547,0.8054980773192185,0.9896337934377667,0.9894678290139016,0.9794967066516066,0.9791551990357302,24,2,0,0.9904234484642271,7,262.45807695388794
136,0.520992058974046,0.8412149021258721,0.9877190050742232,0.9876541397383548,0.9757568852386297,0.9756094023865436,24,2,0,0.9904234484642271,8,262.28117990493774
137,0.5229584047427545,0.8174987962612739,0.9909784336567657,0.9906979457080195,0.9821385949346154,0.9815673529001072,24,2,0,0.9906979457080195,0,262.40252685546875
138,0.5210463996881094,0.7887701185849997,0.9911599907262522,0.990784474693545,0.9824992980625745,0.9817372502198546,24,2,0,0.990784474693545,0,262.42953872680664
139,0.521311154604977,0.8001846579404978,0.9900162661898829,0.9897117595907935,0.9802534362794605,0.9796330591652946,24,2,0,0.990784474693545,1,262.4129595756531
140,0.5240732896277028,0.7876269358855027,0.9914386380583683,0.991229435561686,0.9830407546777171,0.982611379143091,24,2,0,0.991229435561686,0,262.3732590675354
141,0.5189958725474838,0.8381508176143353,0.9897544310901988,0.9896779229683695,0.9797374097981199,0.9795667594200118,24,2,0,0.991229435561686,1,262.4157063961029
142,0.5203808729465191,0.8251228928565979,0.9902902586461507,0.9899680185608106,0.9807988477709717,0.9801353192303975,24,2,0,0.991229435561686,2,262.53050923347473
143,0.5206956272451286,0.791959251348789,0.9895014573750157,0.9894681940762553,0.9792397087333408,0.9791559140207027,24,2,0,0.991229435561686,3,262.5697467327118
144,0.5196493850049809,0.8029537086303418,0.991424172888526,0.9911561905683768,0.9830138880537214,0.9824674357934442,24,2,0,0.991229435561686,4,262.55027985572815
145,0.5197584323393993,0.8465372117666098,0.9902936594084616,0.9901036031829237,0.9807963668345909,0.9804011642218606,24,2,0,0.991229435561686,5,262.7616560459137
146,0.5219995990777627,0.8267004329424638,0.9902750219625386,0.9900930442856115,0.980756935784031,0.9803804585000002,24,2,0,0.991229435561686,6,262.8027353286743
147,0.5203464074522002,0.8167672409461095,0.9905529272518797,0.990268956843771,0.9813116474857094,0.9807254749228834,24,2,0,0.991229435561686,7,262.7190172672272
148,0.5181878625582426,0.8166947754529806,0.9910007390057222,0.9906726379514901,0.982182241869788,0.9815176673114673,24,2,0,0.991229435561686,8,262.73741269111633
149,0.51993832590743,0.8043912740854117,0.9913744129436748,0.9910533853587121,0.9829141637413938,0.9822654350359882,24,2,0,0.991229435561686,9,262.8441233634949
150,0.5174081060621474,0.8117120770307688,0.9916638250135615,0.9914416735965152,0.9834784848884465,0.9830285940248917,24,2,0,0.9914416735965152,0,262.8143801689148
151,0.5169963067413396,0.8146296510329614,0.9906175528954902,0.990338545267994,0.9814292337278868,0.9808619915384008,24,2,0,0.9914416735965152,1,262.6992769241333
152,0.5190538471071129,0.8184024531107682,0.9892349335103683,0.9894575953112217,0.9787131522392575,0.9791351562490344,24,2,0,0.9914416735965152,2,262.7324755191803
153,0.5177314192311376,0.8833503264647263,0.9897020310340864,0.9897703864317073,0.9796266447911823,0.9797479435746099,24,2,0,0.9914416735965152,3,262.4232852458954
154,0.5186630562584624,0.8457372715839973,0.9902017816678647,0.9901344034658702,0.9806126623241381,0.9804615652459326,24,2,0,0.9914416735965152,4,262.43358087539673
155,0.5171865980085145,0.8740244714113382,0.9915252176738917,0.9914644187020233,0.9832055355186085,0.9830733164872746,24,2,0,0.9914644187020233,0,262.3759961128235
156,0.5161724276522286,0.8502979163940136,0.9905456724842034,0.9905168557032648,0.9812836753062916,0.9812118818420853,24,2,0,0.9914644187020233,1,262.37430930137634
157,0.5200745315633268,0.8740076239292438,0.9876658258356669,0.9879816414262456,0.9756497359020101,0.976248734082864,24,2,0,0.9914644187020233,2,262.4291937351227
158,0.516564940285479,0.8369146287441254,0.9905213211991697,0.9902177243357381,0.9812436710188419,0.9806249804536787,24,2,0,0.9914644187020233,3,262.39888644218445
159,0.5172550750211773,0.8363986427967365,0.9910732630955161,0.9908476984810402,0.9823273584893851,0.9818614068358485,24,2,0,0.9914644187020233,4,262.4848940372467
160,0.5164309029395764,0.844871298624919,0.9916840474345969,0.9914304013242106,0.983521423023979,0.9830064307172437,24,2,0,0.9914644187020233,5,262.55066108703613
161,0.5162274362439783,0.8257494935622582,0.9903146654806648,0.9901393554684141,0.9808392836188128,0.9804712767350994,24,2,0,0.9914644187020233,6,262.4763307571411
162,0.5171956450511248,0.8374796257569239,0.9914802528524388,0.9913986187308664,0.9831185614035917,0.9829439431099919,24,2,0,0.9914644187020233,7,262.5345275402069
163,0.5161914797420175,0.856601031926962,0.9916070650841903,0.9914683044778088,0.9833652461351977,0.9830809570783521,24,2,0,0.9914683044778088,0,262.4158158302307
164,0.5170681444116128,0.8455705390526698,0.990259310539045,0.9900561903724121,0.9807283071958014,0.980308192331503,24,2,0,0.9914683044778088,1,262.4879274368286
165,0.5154953297768903,0.8133655167542971,0.9929472053512217,0.9925826784475678,0.9860098189522396,0.985274580069753,24,2,0,0.9925826784475678,0,262.4649546146393
166,0.5127761439762564,0.8115959511353419,0.9924996225381416,0.9920607373545657,0.985131627990453,0.9842465455218067,24,2,0,0.9925826784475678,1,262.48572540283203
167,0.5127129947655221,0.8220284214386573,0.9926755452130355,0.9923024202259291,0.9854762160481232,0.9847224406834506,24,2,0,0.9925826784475678,2,262.4722020626068
168,0.5141724898264959,0.8536688066445864,0.9904203820398099,0.9903907512519909,0.9810357867617178,0.9809644201260534,24,2,0,0.9925826784475678,3,262.5835235118866
169,0.5126265558040041,0.8602292400140029,0.9910706261209149,0.9906759193172624,0.9823283662618243,0.981524109329819,24,2,0,0.9925826784475678,4,262.41984391212463
170,0.5159274261986089,0.8512556369488056,0.9904390303501609,0.990370299091794,0.9810780128721187,0.9809242915505683,24,2,0,0.9925826784475678,5,262.50886154174805
171,0.5151000666694764,0.900747530735456,0.9901669273142703,0.990317668910393,0.9805384161590159,0.9808210349107364,24,2,0,0.9925826784475678,6,262.5072121620178
